bodyId,type,is_dopaminergic
754884149,KCg-d,0
754893183,KCa'b'-ap2,0
755173189,KCab-c,0
755177787,KCab-m,0
755229523,KCg-m,0
755234235,KCab-c,0
755544921,KCg-m,0
755851102,KCg-m,0
755868550,KCab-c,0
756196285,KCg-m,0
756196541,KCg-d,0
756567539,KCab-m,0
756585129,KCab-m,0
756601858,KCg-d,0
765457262,PAM06_a,1
766298734,PAM11,1
766820559,KCab-m,0
766838498,PAM14,1
767161652,KCab-m,0
767161677,KCab-m,0
767494105,KCab-p,0
767502579,KCab-c,0
767502627,KCab-c,0
767502639,KCab-c,0
767502657,KCab-c,0
767502667,KCab-c,0
767671354,PAM14,1
767852204,KCa'b'-m,0
768184496,KCa'b'-m,0
768184604,KCa'b'-ap2,0
768184623,KCa'b'-m,0
768525593,KCa'b'-ap1,0
768525608,KCa'b'-ap2,0
768525647,KCa'b'-ap2,0
768555687,MBON10,0
769018494,PAM13,1
769721865,KCab-c,0
770692923,PAM05,1
784204967,KCg-m,0
784533172,KCg-d,0
784541732,KCg-d,0
784541854,KCg-m,0
784844007,KCab-c,0
784844112,KCab-c,0
784882707,KCab-c,0
784895866,KCg-m,0
785189156,KCab-m,0
785198372,KCab-m,0
785232629,KCab-c,0
785232649,KCg-m,0
785525736,KCab-m,0
785573850,KCab-s,0
785888696,KCab-c,0
785914742,KCg-m,0
785918963,KCg-t,0
786221078,KCab-m,0
786260089,KCg-d,0
786929029,KCab-s,0
792368888,MBON20,0
797514653,KCab-m,0
797687628,PAM14,1
797855394,KCab-m,0
798027992,PAM06_a,1
798192091,KCab-m,0
798192115,KCab-m,0
798192162,KCab-c,0
798196366,KCab-m,0
798196389,KCab-m,0
798196454,KCab-m,0
798196461,KCab-c,0
798356481,PAM08_b,1
798528850,KCa'b'-m,0
798533259,KCab-c,0
798537392,KCab-c,0
798537456,KCab-c,0
798537538,KCab-c,0
798537580,KCab-c,0
798537638,KCab-c,0
798537701,KCab-c,0
798585556,PAM06_b,1
798693540,PAM06_a,1
798869986,KCab-s,0
798874090,KCab-s,0
799215269,KCab-p,0
799219511,KCa'b'-m,0
799219795,KCab-p,0
799362484,PAM14,1
799560834,KCa'b'-m,0
799578347,PAM13,1
799586652,MBON05,0
799901370,KCa'b'-ap1,0
799906141,KCa'b'-ap2,0
799919294,PAM14,1
800264315,PAM04_a,1
800303089,PPL108,1
800622401,PAM13,1
800743420,PAM04_a,1
815222743,KCg-d,0
815240159,KCab-m,0
815568065,KCg-d,0
815580911,KCg-m,0
815585355,KCab-c,0
815909099,KCg-m,0
815921891,KCab-c,0
815922095,KCab-s,0
815922112,KCg-m,0
815926323,KCab-c,0
815926332,KCab-m,0
815926346,KCab-c,0
815930761,KCab-s,0
816219578,KCab-c,0
816219622,KCab-c,0
816219675,KCab-c,0
816254592,KCab-c,0
816263443,KCab-c,0
816276055,KCg-m,0
816276925,KCg-m,0
816613438,KCa'b'-ap1,0
816962833,KCa'b'-ap2,0
817294806,KCa'b'-ap2,0
817299301,KCa'b'-m,0
817985849,KCab-s,0
817993932,KCab-s,0
818637585,KCab-c,0
829015629,KCab-m,0
829231385,KCab-m,0
829231457,KCab-m,0
829235909,KCab-p,0
829261936,PAM12,1
829379400,PAM14,1
829568160,KCab-c,0
829572252,KCab-c,0
829572451,KCab-c,0
829572544,KCab-c,0
830276571,PAM05,1
830586919,KCa'b'-ap2,0
831273286,KCa'b'-ap1,0
834044577,PAM06_b,1
846270628,KCab-c,0
846602958,KCg-d,0
846611449,KCab-c,0
846611908,KCab-c,0
846616006,KCab-c,0
846616159,KCab-m,0
846620223,KCab-s,0
846620287,KCab-m,0
846952407,KCab-m,0
846952683,KCab-m,0
847250148,KCab-c,0
847254513,KCab-c,0
847254536,KCab-m,0
847254566,KCab-c,0
847254581,KCab-m,0
847293869,KCab-s,0
847297956,KCg-m,0
847297982,KCab-m,0
847302850,KCg-m,0
847595624,KCab-c,0
847989021,KCab-m,0
848287126,KCab-c,0
848316930,KCab-c,0
848321392,KCab-c,0
848330091,KCab-s,0
848662421,KCab-c,0
848662441,KCab-c,0
848666776,KCab-m,0
848692583,KCg-m,0
849370246,KCab-s,0
849370258,KCab-s,0
849685478,KCab-m,0
849707224,KCab-s,0
858725815,PAM03,1
859265651,PPL107,1
859765252,PAM06_a,1
859925004,KCab-m,0
860257495,KCab-m,0
860261985,KCab-c,0
860265987,KCab-m,0
860266014,KCab-m,0
860266062,KCab-m,0
860266123,KCab-c,0
860266309,KCab-m,0
860266346,KCab-c,0
860266377,KCab-c,0
860266404,KCab-c,0
860603005,KCab-c,0
860607168,KCab-c,0
860607367,KCab-c,0
860607450,KCab-c,0
860607455,KCab-c,0
860607480,KCab-c,0
860607503,KCab-c,0
860944055,KCab-c,0
860983686,PAM06_a,1
861280857,KCab-p,0
861285145,KCab-p,0
861630613,KCa'b'-m,0
861634934,KCa'b'-m,0
861665641,MBON12,0
862312670,KCa'b'-ap1,0
862705904,PAM12,1
863711565,PAM12,1
877313996,KCab-c,0
877318574,KCab-m,0
877659583,KCab-m,0
877659673,KCab-m,0
877974490,KCab-c,0
877982991,KCab-c,0
877987539,KCab-c,0
877987901,KCab-m,0
877992236,KCab-m,0
877992303,KCab-m,0
878324222,KCab-c,0
878324438,KCab-m,0
878333234,KCab-c,0
878333333,KCab-m,0
878337317,KCab-m,0
878652627,KCa'b'-m,0
878670047,KCab-m,0
879032295,KCab-m,0
880055173,KCab-s,0
880383629,KCg-m,0
880404940,KCab-m,0
880409455,KCab-s,0
881057369,KCg-m,0
890118683,PAM14,1
891301236,KCab-m,0
891301315,KCab-m,0
891629070,KCab-s,0
891637860,KCab-c,0
891642176,KCab-c,0
891642215,KCab-c,0
891642281,KCab-c,0
891642345,KCab-c,0
891978843,KCab-c,0
893149866,PAM12,1
893158121,PAM04_a,1
893347461,KCa'b'-ap2,0
893688605,KCa'b'-ap1,0
893710296,PAM14,1
893805187,PAM08_e,1
894020730,MBON31,0
895441451,MBON26,0
908340253,KCab-m,0
908353540,KCab-m,0
908668522,KCab-m,0
908668556,KCab-m,0
908685688,KCab-m,0
908685859,KCab-m,0
908689934,KCab-m,0
908690107,KCab-m,0
908699052,KCab-m,0
909026561,KCab-m,0
909026992,KCab-m,0
909368173,KCab-m,0
909372586,KCab-m,0
909372602,KCab-m,0
909704857,KCab-c,0
909717461,KCg-d,0
909730907,KCab-s,0
909730911,KCab-m,0
910063154,KCab-m,0
910063307,KCab-s,0
910386568,KCab-c,0
910404284,KCab-m,0
910412830,KCab-m,0
911094343,KCab-m,0
911400981,KCab-c,0
911755444,KCg-m,0
911759695,KCg-m,0
922677093,KCab-c,0
922677121,KCab-c,0
923013923,KCab-c,0
923018247,KCab-c,0
923018290,KCab-m,0
923027316,PAM14,1
923359312,KCab-s,0
923385340,PAM05,1
923700162,KCa'b'-m,0
923726321,PAM04_a,1
923869685,PAM06_a,1
924429714,PAM08_b,1
924723528,KCa'b'-ap1,0
925799233,PAM01_b,1
939030036,KCab-m,0
939729237,KCab-s,0
939729706,KCab-c,0
939733452,KCab-s,0
939733918,KCa'b'-m,0
939734122,KCab-s,0
939734266,KCab-m,0
939738364,KCab-m,0
939738376,KCab-s,0
939738399,KCab-m,0
939738424,KCab-c,0
939738473,KCab-c,0
939738477,KCab-m,0
939742503,KCab-c,0
939742609,KCab-c,0
940070913,KCab-m,0
940075056,KCab-p,0
940075464,KCab-m,0
940079170,KCab-s,0
940079253,KCab-m,0
940079513,KCab-m,0
940079568,KCab-m,0
940079657,KCab-m,0
940079771,KCab-m,0
940083749,KCab-c,0
940084011,KCab-m,0
940084060,KCab-m,0
940084095,KCab-c,0
940084152,KCab-c,0
940087822,KCab-c,0
940420292,KCa'b'-m,0
940425106,KCab-m,0
940425171,KCab-s,0
940425232,KCab-m,0
940748411,KCab-m,0
940752707,KCab-m,0
940761352,KCab-c,0
941102504,KCab-m,0
941111195,KCab-m,0
943118619,KCg-d,0
953029783,KCab-s,0
953712141,KCab-m,0
954053018,KCab-c,0
954053251,KCab-c,0
954053261,KCab-m,0
954222134,PAM14,1
954528474,PAM08_c,1
954730964,KCab-s,0
955464899,PAM12,1
955591114,PAM14,1
956138930,PAM08_a,1
970772961,KCab-c,0
970777114,KCab-c,0
970777224,KCab-c,0
971113967,KCab-c,0
971118202,KCab-m,0
971118588,KCab-c,0
971118724,KCab-c,0
971459227,KCab-m,0
972080542,KCab-c,0
972128731,KCg-m,0
973146958,KCg-m,0
973151229,KCg-m,0
973488234,KCg-m,0
973816592,KCg-d,0
974843892,KCg-d,0
975518615,KCg-d,0
983759126,PAM12,1
984405805,KCab-m,0
984746802,KCab-m,0
985131499,MBON22,0
985429128,KCab-m,0
985813153,MBON21,0
986793149,KCa'b'-ap2,0
986828383,PAM13,1
987997896,PAM13,1
988852391,PAM08_a,1
